,Country,Country Group,OPEC Member,Year, Crude oil production,Oil demand,Crude oil exports,Imports of crude oil,GDP,Oil Price
3942,Ghana,Africa ,No,2003,7.0,,,,7632406552.83803,28.85
3943,Guyana,Latin America,No,2003,0.0,,,,741929342.788749,28.85
3944,India,India,No,2003,663.131,2420.153920473935,0.0,1759.36701,599592902016.212,28.85
3945,Indonesia,Other Asia,No,2003,1139.649,1131.9395111050949,518.06822,306.058904,249968428761.572,28.85
3946,IR Iran,Middle East ,Yes,2003,3741.6,,2396.3,71.47528767123288,,28.85
3947,Iraq,Middle East ,Yes,2003,1377.828,404.6806449722271,388.6,0.0,,28.85
3948,Kazakhstan,Other Eurasia,No,2003,919.233,182.4390684083123,697.0,,30833699702.7594,28.85
3949,Kuwait,Middle East ,Yes,2003,2107.6,296.6399178082192,1242.9,0.0,47875838926.1745,28.85
3950,Libya,Africa ,Yes,2003,1431.9,224.03132988177177,1127.0,0.0,26265625000.0,28.85
3951,Malaysia,Other Asia,No,2003,622.129,489.4657534246575,426.14,172.0,110202368421.053,28.85
3952,Mexico,OECD Americas,No,2003,3370.8160000000003,1951.9205479452053,2114.42271,,713284231624.803,28.85
3953,Nigeria,Africa ,Yes,2003,2166.341,234.50790867579957,2163.5,0.0,67655813930.0926,28.85
3954,Norway,OECD Europe,No,2003,2851.511,,2731.01912,,228752436371.854,28.85
3955,Oman,Middle East ,No,2003,759.51,,,,21633810143.0429,28.85
3956,Qatar,Middle East ,No,2003,713.671,66.9876327368832,540.7,0.0,23533791208.7912,28.85
3957,Russia,Russia,No,2003,8122.181,2754.5832876712325,4520.39945,115.05435616438358,,28.85
3958,Saudi Arabia,Middle East ,Yes,2003,8410.3,1608.3021065948055,6522.9,0.0,215807655253.333,28.85
3959,Sudans,Africa ,No,2003,265.123,,196.98,,,28.85
3960,Syrian Arab Rep.,Middle East ,No,2003,477.836,,,,,28.85
3961,Thailand,Other Asia,No,2003,95.767,915.7516219178084,,775.821315,152280653543.725,28.85
3962,United Arab Emirates,Middle East ,Yes,2003,2248.0,453.5072731292552,2048.0,0.0,124346358066.712,28.85
3963,United Kingdom,OECD Europe,No,2003,2065.772,1759.5698630136983,1389.6589315068493,981.0984383561644,2038395102040.82,28.85
3964,United States,OECD Americas,No,2003,5649.238,20399.05753424657,12.0,9665.0,11510670000000.0,28.85
3965,Venezuela,Latin America,Yes,2003,2643.0,475.03006452775776,1535.0,0.0,,28.85
3966,Vietnam,Other Asia,No,2003,364.334,221.5150684931507,342.04213,,39552513316.0734,28.85
3967,Yemen,Middle East ,No,2003,421.19,,,,,28.85
3968,Belarus,,No,2003,,140.53424657534248,,297.7,17825436034.5366,28.85
3969,Belgium,,No,2003,,654.0630136986301,,731.851095890411,319002821670.429,28.85
3970,Bulgaria,,No,2003,,125.03835616438356,,101.394986,21074775206.3254,28.85
3971,Croatia,,No,2003,,115.65479452054797,,75.52635616438357,34658113497.39,28.85
3972,France,,No,2003,,2000.7534246575344,,1723.6915616438357,1848124153498.87,28.85
3973,Germany,,No,2003,,2679.254794520548,,2149.697753424657,2505733634311.51,28.85
3974,I.R.Iran,,No,2003,,1341.3300003248685,,,,28.85
3975,Italy,,No,2003,,1859.5561643835615,,1708.20522,1569649661399.55,28.85
3976,Japan,,No,2003,,5298.361643835617,,4192.98846,4445658071221.86,28.85
3977,Netherlands,,No,2003,,1022.227397260274,,979.8263561643836,571863431151.242,28.85
3978,New Zealand,,No,2003,,145.4904109589041,,,88250885550.2626,28.85
3979,Pakistan,,No,2003,,300.23561643835615,,,83244801092.7096,28.85
3980,Philippines,,No,2003,,345.76106713445654,,252.215534,83908206456.0645,28.85
3981,Poland,,No,2003,,430.8,,,217518642324.505,28.85
3982,Romania,,No,2003,,247.12876712328767,,107.270096,59867801204.8193,28.85
3983,Serbia,,No,2003,,110.7068493150685,,,21188704081.2428,28.85
3984,Singapore,,No,2003,,694.9095890410958,,517.430685,97001377568.5914,28.85
3985,South Africa,,No,2003,,445.0600327388647,,402.0,175256916996.047,28.85
3986,South Korea,,No,2003,,2175.3123287671237,,2173.75414,,28.85
3987,Spain,,No,2003,,1542.2739726027398,,1158.22056,906853273137.698,28.85
3988,Syria,,No,2003,,232.2739726027397,,,,28.85
3989,Tunisia,,No,2003,,84.99178082191781,,,27453084982.5378,28.85
3990,Turkey,,No,2003,,645.1178082191781,,486.58549,311823003531.215,28.85
3991,Turkmenistan,,No,2003,,87.0,,,5977440582.80171,28.85
3992,Ukraine,,No,2003,,295.305835616438,,450.290301369863,50132953288.203,28.85
3993,Trinidad & Tobago,,No,2003,,,86.5765,88.82268493150686,,28.85
3994,Eqautorial Guinea,,No,2003,,,,0.0,,28.85
3995,Greece,,No,2003,,,,399.4338082191781,201924270316.027,28.85
3996,Morocco,,No,2003,,,,93.0115068,52064058833.9739,28.85
3997,Sweden,,No,2003,,,,410.5392876712329,331108912605.271,28.85
3998,Arab World,,No,2003,,,,,823110541440.464,28.85
3999,Caribbean small states,,No,2003,,,,,37500825974.468,28.85
4000,Central Europe and the Baltics,,No,2003,,,,,634885340805.817,28.85
4001,Early-demographic dividend,,No,2003,,,,,3516151323703.34,28.85
4002,East Asia & Pacific,,No,2003,,,,,8617381783014.6,28.85
4003,East Asia & Pacific (excluding high income),,No,2003,,,,,2327842621991.4,28.85
4004,East Asia & Pacific (IDA & IBRD countries),,No,2003,,,,,2323064152053.05,28.85
4005,Euro area,,No,2003,,,,,8851572342338.51,28.85
4006,Europe & Central Asia,,No,2003,,,,,13488994424517.5,28.85
4007,Europe & Central Asia (excluding high income),,No,2003,,,,,1037512319106.79,28.85
4008,Europe & Central Asia (IDA & IBRD countries),,No,2003,,,,,1255030961431.3,28.85
4009,European Union,,No,2003,,,,,11957243598418.9,28.85
4010,Fragile and conflict affected situations,,No,2003,,,,,220476383127.864,28.85
4011,Heavily indebted poor countries (HIPC),,No,2003,,,,,182909315345.596,28.85
4012,High income,,No,2003,,,,,31923065054386.2,28.85
4013,IBRD only,,No,2003,,,,,6728237860877.42,28.85
4014,IDA & IBRD total,,No,2003,,,,,7231716537197.51,28.85
4015,IDA blend,,No,2003,,,,,210309399964.325,28.85
4016,IDA only,,No,2003,,,,,293490957922.838,28.85
4017,IDA total,,No,2003,,,,,503274924958.026,28.85
4018,Late-demographic dividend,,No,2003,,,,,4246057259568.52,28.85
4019,Latin America & Caribbean,,No,2003,,,,,2035302568313.9,28.85
4020,Latin America & Caribbean (excluding high income),,No,2003,,,,,1839436251262.6,28.85
4021,Latin America & the Caribbean (IDA & IBRD countries),,No,2003,,,,,1903851095836.06,28.85
4022,Least developed countries: UN classification,,No,2003,,,,,239015609172.029,28.85
4023,Low & middle income,,No,2003,,,,,6958335915784.35,28.85
4024,Low income,,No,2003,,,,,120719032496.609,28.85
4025,Lower middle income,,No,2003,,,,,1672304190174.43,28.85
4026,Middle East & North Africa,,No,2003,,,,,1089098416129.6,28.85
4027,Middle East & North Africa (excluding high income),,No,2003,,,,,511780801926.393,28.85
4028,Middle East & North Africa (IDA & IBRD countries),,No,2003,,,,,507822139212.327,28.85
4029,Middle income,,No,2003,,,,,6840046171605.47,28.85
4030,North America,,No,2003,,,,,12407237511367.9,28.85
4031,OECD members,,No,2003,,,,,31707727753865.0,28.85
4032,Other small states,,No,2003,,,,,121659449226.936,28.85
4033,Pacific island small states,,No,2003,,,,,4157082463.76922,28.85
4034,Post-demographic dividend,,No,2003,,,,,30481623264492.0,28.85
4035,Pre-demographic dividend,,No,2003,,,,,273883007962.629,28.85
4036,Small states,,No,2003,,,,,163313573580.072,28.85
4037,South Asia,,No,2003,,,,,774466662241.158,28.85
4038,South Asia (IDA & IBRD),,No,2003,,,,,774466662241.158,28.85
4039,Sub-Saharan Africa,,No,2003,,,,,468505411662.939,28.85
4040,Sub-Saharan Africa (excluding high income),,No,2003,,,,,467794698562.701,28.85
4041,Sub-Saharan Africa (IDA & IBRD countries),,No,2003,,,,,468505411662.939,28.85
4042,Upper middle income,,No,2003,,,,,5167481933006.5,28.85
4043,World,,No,2003,,,,,38894058718266.0,28.85
4044,Afghanistan,,No,2003,,,,,4583644246.48061,28.85
4045,Albania,,No,2003,,,,,5746945912.58082,28.85
4046,American Samoa,,No,2003,,,,,527000000.0,28.85
4047,Andorra,,No,2003,,,,,2398645598.19413,28.85
4048,Antigua and Barbuda,,No,2003,,,,,855643099.62963,28.85
4049,Armenia,,No,2003,,,,,2807061008.69084,28.85
4050,Aruba,,No,2003,,,,,2021301675.97765,28.85
4051,Austria,,No,2003,,,,,261695778781.038,28.85
4052,"Bahamas, The",,No,2003,,,,,6949317000.0,28.85
4053,Bangladesh,,No,2003,,,,,60158929188.2556,28.85
4054,Barbados,,No,2003,,,,,3274850000.0,28.85
4055,Belize,,No,2003,,,,,990374050.0,28.85
4056,Benin,,No,2003,,,,,3905366187.87017,28.85
4057,Bermuda,,No,2003,,,,,4186525000.0,28.85
4058,Bhutan,,No,2003,,,,,622026107.771576,28.85
4059,Bolivia,,No,2003,,,,,8082364868.39357,28.85
4060,Bosnia and Herzegovina,,No,2003,,,,,8370020196.19158,28.85
4061,Botswana,,No,2003,,,,,7511582173.37724,28.85
4062,Brunei Darussalam,,No,2003,,,,,6557333084.60567,28.85
4063,Burkina Faso,,No,2003,,,,,4205691222.11396,28.85
4064,Burundi,,No,2003,,,,,784654423.620476,28.85
4065,Cabo Verde,,No,2003,,,,,813963830.179217,28.85
4066,Cambodia,,No,2003,,,,,4658246918.27092,28.85
4067,Central African Republic,,No,2003,,,,,1139754799.16304,28.85
4068,Channel Islands,,No,2003,,,,,7332244897.95918,28.85
4069,Comoros,,No,2003,,,,,317562269.371106,28.85
4070,"Congo, Dem. Rep.",,No,2003,,,,,8937567059.87754,28.85
4071,"Congo, Rep.",,No,2003,,,,,3495868808.0512,28.85
4072,Costa Rica,,No,2003,,,,,17195867540.353,28.85
4073,Cote d'Ivoire,,No,2003,,,,,15306602560.2533,28.85
4074,Cuba,,No,2003,,,,,35901200000.0,28.85
4075,Cyprus,,No,2003,,,,,14576896942.2424,28.85
4076,Czech Republic,,No,2003,,,,,99627140274.3805,28.85
4077,Djibouti,,No,2003,,,,,622044665.515049,28.85
4078,Dominica,,No,2003,,,,,350091222.222222,28.85
4079,Dominican Republic,,No,2003,,,,,21277165885.6865,28.85
4080,"Egypt, Arab Rep.",,No,2003,,,,,82924503942.6381,28.85
4081,El Salvador,,No,2003,,,,,15046700000.0,28.85
4082,Eritrea,,No,2003,,,,,870247703.182758,28.85
4083,Estonia,,No,2003,,,,,9833870709.12376,28.85
4084,Ethiopia,,No,2003,,,,,8623691300.04079,28.85
4085,Faroe Islands,,No,2003,,,,,1486861878.95624,28.85
4086,Fiji,,No,2003,,,,,2315935752.71653,28.85
4087,Finland,,No,2003,,,,,171071106094.808,28.85
4088,"Gambia, The",,No,2003,,,,,487038821.611959,28.85
4089,Georgia,,No,2003,,,,,3991374548.50512,28.85
4090,Greenland,,No,2003,,,,,1407866174.84099,28.85
4091,Grenada,,No,2003,,,,,591018407.407407,28.85
4092,Guam,,No,2003,,,,,3560000000.0,28.85
4093,Guatemala,,No,2003,,,,,21917706490.5299,28.85
4094,Guinea,,No,2003,,,,,3446442218.89829,28.85
4095,Guinea-Bissau,,No,2003,,,,,476388260.639232,28.85
4096,Haiti,,No,2003,,,,,2960306120.93557,28.85
4097,Honduras,,No,2003,,,,,8140271080.5604,28.85
4098,"Hong Kong SAR, China",,No,2003,,,,,161384522525.299,28.85
4099,Hungary,,No,2003,,,,,85324771841.4118,28.85
4100,Iceland,,No,2003,,,,,11304084266.5137,28.85
4101,"Iran, Islamic Rep.",,No,2003,,,,,153544751395.43,28.85
4102,Ireland,,No,2003,,,,,164285114672.686,28.85
4103,Isle of Man,,No,2003,,,,,2264911806.90354,28.85
4104,Israel,,No,2003,,,,,126864966908.939,28.85
4105,Jamaica,,No,2003,,,,,9399452787.8474,28.85
4106,Jordan,,No,2003,,,,,10195660789.8449,28.85
4107,Kenya,,No,2003,,,,,14904517649.8476,28.85
4108,Kiribati,,No,2003,,,,,90231856.8000519,28.85
4109,"Korea, Rep.",,No,2003,,,,,680520724062.403,28.85
4110,Kosovo,,No,2003,,,,,3355083116.58939,28.85
4111,Kyrgyz Republic,,No,2003,,,,,1919012780.97086,28.85
4112,Lao PDR,,No,2003,,,,,2023324407.30316,28.85
4113,Latvia,,No,2003,,,,,11748433157.0533,28.85
4114,Lebanon,,No,2003,,,,,20082918739.6352,28.85
4115,Lesotho,,No,2003,,,,,1157832934.55127,28.85
4116,Liberia,,No,2003,,,,,416000000.0,28.85
4117,Liechtenstein,,No,2003,,,,,3070691319.52179,28.85
4118,Lithuania,,No,2003,,,,,18802576988.1557,28.85
4119,Luxembourg,,No,2003,,,,,29557325056.4334,28.85
4120,"Macao SAR, China",,No,2003,,,,,8195033162.12038,28.85
4121,"Macedonia, FYR",,No,2003,,,,,4946292774.79046,28.85
4122,Madagascar,,No,2003,,,,,5474030080.24451,28.85
4123,Malawi,,No,2003,,,,,3208837077.25069,28.85
4124,Maldives,,No,2003,,,,,1052121055.97238,28.85
4125,Mali,,No,2003,,,,,4703504466.53245,28.85
4126,Malta,,No,2003,,,,,5456583589.39342,28.85
4127,Marshall Islands,,No,2003,,,,,126887600.0,28.85
4128,Mauritania,,No,2003,,,,,1563074859.52173,28.85
4129,Mauritius,,No,2003,,,,,5609831328.0648,28.85
4130,"Micronesia, Fed. Sts.",,No,2003,,,,,245277400.0,28.85
4131,Moldova,,No,2003,,,,,1980901553.51226,28.85
4132,Monaco,,No,2003,,,,,3588988600.70294,28.85
4133,Mongolia,,No,2003,,,,,1595297355.78349,28.85
4134,Montenegro,,No,2003,,,,,1707678389.68676,28.85
4135,Mozambique,,No,2003,,,,,5597367853.40358,28.85
4136,Myanmar,,No,2003,,,,,10467109977.6717,28.85
4137,Namibia,,No,2003,,,,,4931312147.21007,28.85
4138,Nepal,,No,2003,,,,,6330473096.54071,28.85
4139,Nicaragua,,No,2003,,,,,5322454925.84746,28.85
4140,Niger,,No,2003,,,,,2731416346.48158,28.85
4141,Northern Mariana Islands,,No,2003,,,,,1239000000.0,28.85
4142,Palau,,No,2003,,,,,157962700.0,28.85
4143,Panama,,No,2003,,,,,13693981200.0,28.85
4144,Papua New Guinea,,No,2003,,,,,3536411824.2958,28.85
4145,Paraguay,,No,2003,,,,,6588103836.34739,28.85
4146,Peru,,No,2003,,,,,58731030121.8671,28.85
4147,Portugal,,No,2003,,,,,164964195259.594,28.85
4148,Puerto Rico,,No,2003,,,,,75833996000.0,28.85
4149,Russian Federation,,No,2003,,,,,430347770731.787,28.85
4150,Rwanda,,No,2003,,,,,1845979298.99285,28.85
4151,Samoa,,No,2003,,,,,338838639.378435,28.85
4152,San Marino,,No,2003,,,,,1600451467.26862,28.85
4153,Sao Tome and Principe,,No,2003,,,,,96343906.4298042,28.85
4154,Senegal,,No,2003,,,,,6858952880.10003,28.85
4155,Seychelles,,No,2003,,,,,705704816.042365,28.85
4156,Sierra Leone,,No,2003,,,,,1371442565.69701,28.85
4157,Slovak Republic,,No,2003,,,,,46731767494.3567,28.85
4158,Slovenia,,No,2003,,,,,29697448108.2957,28.85
4159,Solomon Islands,,No,2003,,,,,332738245.913215,28.85
4160,Sri Lanka,,No,2003,,,,,18881765437.2151,28.85
4161,St. Kitts and Nevis,,No,2003,,,,,465850739.628517,28.85
4162,St. Lucia,,No,2003,,,,,823837148.148148,28.85
4163,St. Vincent and the Grenadines,,No,2003,,,,,481806296.296296,28.85
4164,Sudan,,No,2003,,,,,17646503525.1743,28.85
4165,Suriname,,No,2003,,,,,1271196078.43137,28.85
4166,Swaziland,,No,2003,,,,,2197612701.09852,28.85
4167,Switzerland,,No,2003,,,,,352914820747.011,28.85
4168,Syrian Arab Republic,,No,2003,,,,,21828144686.0394,28.85
4169,Tajikistan,,No,2003,,,,,1554125530.8029,28.85
4170,Tanzania,,No,2003,,,,,11659129888.8021,28.85
4171,Timor-Leste,,No,2003,,,,,430520879.821486,28.85
4172,Togo,,No,2003,,,,,1673690429.61609,28.85
4173,Tonga,,No,2003,,,,,202543202.004099,28.85
4174,Trinidad and Tobago,,No,2003,,,,,11305459802.0683,28.85
4175,Tuvalu,,No,2003,,,,,18231078.5394643,28.85
4176,Uganda,,No,2003,,,,,6336696288.98214,28.85
4177,Uruguay,,No,2003,,,,,12045631092.5353,28.85
4178,Uzbekistan,,No,2003,,,,,10128112401.4248,28.85
4179,Vanuatu,,No,2003,,,,,314463144.04219,28.85
4180,"Venezuela, RB",,No,2003,,,,,83620628582.1082,28.85
4181,Virgin Islands (U.S.),,No,2003,,,,,3453000000.0,28.85
4182,West Bank and Gaza,,No,2003,,,,,3968000000.0,28.85
4183,"Yemen, Rep.",,No,2003,,,,,11777768086.8693,28.85
4184,Zambia,,No,2003,,,,,4901839731.26571,28.85
4185,Zimbabwe,,No,2003,,,,,5727591800.0,28.85
4186,Algeria,Africa ,Yes,2004,1311.4,239.1114228609926,893.2,6.73841095890411,85324998813.604,38.26
4187,Angola,Africa ,Yes,2004,1020.3048110944076,64.03018566988328,940.9,0.0,19640848728.8937,38.26
4188,Argentina,Latin America,No,2004,694.693,473.18119809288896,,,164657930452.787,38.26
4189,Australia,OECD Asia Pacific,No,2004,316.492,941.068306010929,261.9479726027397,398.29149,613329776639.636,38.26
4190,Azerbaijan,Other Eurasia,No,2004,308.637,73.0,182.0,,8680472168.51531,38.26
4191,Bahrain,Middle East ,No,2004,187.126,,0.0,216.33825,13150166755.3191,38.26
4192,Brazil,Latin America,No,2004,1477.37,2159.8970048341603,230.0,446.854877,669316239316.239,38.26
4193,Brunei,Other Asia,No,2004,210.306,,192.58859,,,38.26
4194,Cameroon,Africa ,No,2004,70.027,,,,17430933517.2998,38.26
4195,Canada,OECD Americas,No,2004,1405.2199999999998,2232.718579234973,1355.4742465753425,925.6114246575344,1023196003074.56,38.26
4196,Chad,Africa ,No,2004,158.497,,,,4414929219.99649,38.26
4197,Chile,OECD Americas,No,2004,4.0,263.4972677595628,,207.67104,99210392857.6116,38.26
4198,China,China,No,2004,3485.001,6534.824472534305,109.5,2461.12438,1955347004963.27,38.26
4199,Colombia,Latin America,No,2004,531.2900000000001,256.2320640123717,213.38797,,117074863821.85,38.26
4200,Congo,Africa ,Yes,2004,221.159,2.738081091544625,224.31176,0.0,,38.26
4201,Denmark,OECD Europe,No,2004,389.163,,,,251373036671.062,38.26
4202,Ecuador,Latin America,No,2004,517.5020000000001,164.72764383561645,287.0,0.0,36591661000.0,38.26
4203,Egypt,Africa ,No,2004,594.61,649.3016184732097,37.58794,13.75,,38.26
4204,Equatorial Guinea,Africa ,Yes,2004,328.69,1.0,238.335651111938,,4410764338.66733,38.26
4205,Gabon,Africa ,Yes,2004,263.959,18.65413391071508,220.88681,0.0,7756293574.98077,38.26
4206,Ghana,Africa ,No,2004,7.0,,,,8881368538.07671,38.26
4207,Guyana,Latin America,No,2004,0.0,,,,785918769.587635,38.26
4208,India,India,No,2004,682.575,2576.2743982575344,0.0,1911.1109,699688852930.441,38.26
4209,Indonesia,Other Asia,No,2004,1086.4450000000002,1220.2942208694724,490.07104,255.213014,273460989078.419,38.26
4210,IR Iran,Middle East ,Yes,2004,3834.2,,2684.1,74.74421917808219,,38.26
4211,Iraq,Middle East ,Yes,2004,2107.062,465.6229629933962,1450.0,0.0,36627901762.063,38.26
4212,Kazakhstan,Other Eurasia,No,2004,1021.336,198.0482552184425,693.0,,43151647002.6096,38.26
4213,Kuwait,Middle East ,Yes,2004,2288.7,330.4843835616438,1414.9,0.0,59440108585.0017,38.26
4214,Libya,Africa ,Yes,2004,1580.7,232.7984915352496,1284.5,0.0,33122307692.3077,38.26
4215,Malaysia,Other Asia,No,2004,623.58,520.0081967213115,420.22453,178.0,124749736842.105,38.26
4216,Mexico,OECD Americas,No,2004,3383.003,2020.3005464480875,2123.771506849315,,770267585947.191,38.26
4217,Nigeria,Africa ,Yes,2004,2327.457,246.3551242664645,2356.0,0.0,87845420504.485,38.26
4218,Norway,OECD Europe,No,2004,2797.355,,2681.8544,,264357494659.388,38.26
4219,Oman,Middle East ,No,2004,719.733,,,,24763589076.723,38.26
4220,Qatar,Middle East ,No,2004,768.653,115.7207274064804,542.7,0.0,31734065934.0659,38.26
4221,Russia,Russia,No,2004,8803.148000000001,2766.2857334760943,5211.14001,84.18,,38.26
4222,Saudi Arabia,Middle East ,Yes,2004,8897.0,1702.657616887491,6813.1,0.0,258742133333.333,38.26
4223,Sudans,Africa ,No,2004,291.456,,262.39071,,,38.26
4224,Syrian Arab Rep.,Middle East ,No,2004,454.973,,,,,38.26
4225,Thailand,Other Asia,No,2004,85.596,996.680926229508,,872.27326,172895476152.592,38.26
4226,United Arab Emirates,Middle East ,Yes,2004,2343.6,488.2546445253429,2172.0,0.0,147824370319.946,38.26
4227,United Kingdom,OECD Europe,No,2004,1851.275,1789.270491803279,1226.125698630137,1127.872493150685,2398555474185.28,38.26
4228,United States,OECD Americas,No,2004,5440.915,21104.13934426229,27.0,10088.0,12274928000000.0,38.26
4229,Venezuela,Latin America,Yes,2004,3009.4,509.3087431693989,1561.93,0.0,,38.26
4230,Vietnam,Other Asia,No,2004,408.914,256.4945355191257,399.21059,,45427854693.2554,38.26
4231,Yemen,Middle East ,No,2004,393.772,,,,,38.26
4232,Belarus,,No,2004,,144.1300555799482,,355.30656,23141587717.7633,38.26
4233,Belgium,,No,2004,,662.7513661202186,,694.738602739726,370885026074.0,38.26
4234,Bulgaria,,No,2004,,126.52185792349728,,106.214712,26094622563.6468,38.26
4235,Croatia,,No,2004,,121.18032786885246,,83.96000000000001,41574530815.5047,38.26
4236,France,,No,2004,,2008.46174863388,,1718.41511,2124112242364.04,38.26
4237,Germany,,No,2004,,2648.158469945355,,2223.6400547945204,2819245095604.67,38.26
4238,I.R.Iran,,No,2004,,1402.066836282837,,,,38.26
4239,Italy,,No,2004,,1828.5956284153008,,1761.5727,1798314750434.57,38.26
4240,Japan,,No,2004,,5163.398907103825,,4048.61304,4815148854362.11,38.26
4241,Netherlands,,No,2004,,1060.0273224043715,,1051.466794520548,650532654581.574,38.26
4242,New Zealand,,No,2004,,150.2377049180328,,,103905882352.941,38.26
4243,Pakistan,,No,2004,,327.4808743169399,,,97977766197.6724,38.26
4244,Philippines,,No,2004,,350.6084882316836,,201.816849,91371239764.8818,38.26
4245,Poland,,No,2004,,454.1338797814208,,,255102252843.395,38.26
4246,Romania,,No,2004,,229.96994535519124,,150.387863,76216441462.1442,38.26
4247,Serbia,,No,2004,,112.48907103825135,,,24861483280.6339,38.26
4248,Singapore,,No,2004,,775.1338797814208,,630.32041,114188557567.152,38.26
4249,South Africa,,No,2004,,476.6808058801819,,523.75,228937347865.858,38.26
4250,South Korea,,No,2004,,2155.185792349727,,2283.993287671233,,38.26
4251,Spain,,No,2004,,1571.2814207650274,,1194.687095890411,1069555500372.49,38.26
4252,Syria,,No,2004,,260.6647167336766,,,,38.26
4253,Tunisia,,No,2004,,87.99453551912568,,,31183139301.4853,38.26
4254,Turkey,,No,2004,,661.0792349726776,,482.9470136986301,404786740091.196,38.26
4255,Turkmenistan,,No,2004,,95.0,,,6838351088.46688,38.26
4256,Ukraine,,No,2004,,310.0726775956282,,433.86,64883060725.7003,38.26
4257,Trinidad & Tobago,,No,2004,,,80.95507,64.416,,38.26
4258,Eqautorial Guinea,,No,2004,,,,0.0,,38.26
4259,Greece,,No,2004,,,,409.83257534246576,240521260988.329,38.26
4260,Morocco,,No,2004,,,,127.742466,59626020162.3816,38.26
4261,Sweden,,No,2004,,,,418.8381095890411,381705425301.746,38.26
4262,Arab World,,No,2004,,,,,963862340520.581,38.26
4263,Caribbean small states,,No,2004,,,,,41178984265.2063,38.26
4264,Central Europe and the Baltics,,No,2004,,,,,763009793236.826,38.26
4265,Early-demographic dividend,,No,2004,,,,,4090111659563.41,38.26
4266,East Asia & Pacific,,No,2004,,,,,9663708744825.51,38.26
4267,East Asia & Pacific (excluding high income),,No,2004,,,,,2698133042142.66,38.26
4268,East Asia & Pacific (IDA & IBRD countries),,No,2004,,,,,2692683574401.69,38.26
4269,Euro area,,No,2004,,,,,10152860200757.0,38.26
4270,Europe & Central Asia,,No,2004,,,,,15722616205763.6,38.26
4271,Europe & Central Asia (excluding high income),,No,2004,,,,,1367597071745.93,38.26
4272,Europe & Central Asia (IDA & IBRD countries),,No,2004,,,,,1622699324589.32,38.26
4273,European Union,,No,2004,,,,,13806710766586.0,38.26
4274,Fragile and conflict affected situations,,No,2004,,,,,254384379904.583,38.26
4275,Heavily indebted poor countries (HIPC),,No,2004,,,,,210715003171.706,38.26
4276,High income,,No,2004,,,,,35532173604878.7,38.26
4277,IBRD only,,No,2004,,,,,8009679581710.35,38.26
4278,IDA & IBRD total,,No,2004,,,,,8595676908613.7,38.26
4279,IDA blend,,No,2004,,,,,254107331006.866,38.26
4280,IDA only,,No,2004,,,,,331890668943.604,38.26
4281,IDA total,,No,2004,,,,,585635687953.13,38.26
4282,Late-demographic dividend,,No,2004,,,,,5103484222816.06,38.26
4283,Latin America & Caribbean,,No,2004,,,,,2350657774176.39,38.26
4284,Latin America & Caribbean (excluding high income),,No,2004,,,,,2121459944550.01,38.26
4285,Latin America & the Caribbean (IDA & IBRD countries),,No,2004,,,,,2210856081192.99,38.26
4286,Least developed countries: UN classification,,No,2004,,,,,274530562937.137,38.26
4287,Low & middle income,,No,2004,,,,,8260795423054.61,38.26
4288,Low income,,No,2004,,,,,137615670728.403,38.26
4289,Lower middle income,,No,2004,,,,,1911857905121.0,38.26
4290,Middle East & North Africa,,No,2004,,,,,1271214902549.4,38.26
4291,Middle East & North Africa (excluding high income),,No,2004,,,,,592919911444.81,38.26
4292,Middle East & North Africa (IDA & IBRD countries),,No,2004,,,,,588620268464.702,38.26
4293,Middle income,,No,2004,,,,,8125459303288.47,38.26
4294,North America,,No,2004,,,,,13302608706074.6,38.26
4295,OECD members,,No,2004,,,,,35294013497764.2,38.26
4296,Other small states,,No,2004,,,,,150738716809.607,38.26
4297,Pacific island small states,,No,2004,,,,,4802142869.55194,38.26
4298,Post-demographic dividend,,No,2004,,,,,33868895058424.8,38.26
4299,Pre-demographic dividend,,No,2004,,,,,332472934465.613,38.26
4300,Small states,,No,2004,,,,,196715975572.352,38.26
4301,South Asia,,No,2004,,,,,897926604903.83,38.26
4302,South Asia (IDA & IBRD),,No,2004,,,,,897926604903.83,38.26
4303,Sub-Saharan Africa,,No,2004,,,,,583461060225.834,38.26
4304,Sub-Saharan Africa (excluding high income),,No,2004,,,,,582616004511.318,38.26
4305,Sub-Saharan Africa (IDA & IBRD countries),,No,2004,,,,,583461060225.834,38.26
4306,Upper middle income,,No,2004,,,,,6213674550938.77,38.26
4307,World,,No,2004,,,,,43804823746956.6,38.26
4308,Afghanistan,,No,2004,,,,,5285465685.86423,38.26
4309,Albania,,No,2004,,,,,7314865175.6199,38.26
4310,American Samoa,,No,2004,,,,,512000000.0,38.26
4311,Andorra,,No,2004,,,,,2935659299.72684,38.26
4312,Antigua and Barbuda,,No,2004,,,,,919577142.592592,38.26
4313,Armenia,,No,2004,,,,,3576615240.41616,38.26
4314,Aruba,,No,2004,,,,,2228279329.60894,38.26
4315,Austria,,No,2004,,,,,300904221504.842,38.26
4316,"Bahamas, The",,No,2004,,,,,7094413000.0,38.26
4317,Bangladesh,,No,2004,,,,,65108544250.0425,38.26
4318,Barbados,,No,2004,,,,,3514350000.0,38.26
4319,Belize,,No,2004,,,,,1057845500.0,38.26
4320,Benin,,No,2004,,,,,4521424807.22519,38.26
4321,Bermuda,,No,2004,,,,,4484703000.0,38.26
4322,Bhutan,,No,2004,,,,,702682018.976169,38.26
